postid,sourcelink,text,imagelink,creationtime
'33124776','https://www.twitter.com/RolexStoreEthos/status/1211263145433608192',"'The classic watch of reference. The Rolex Datejust 41 in Oystersteel and Everose gold, 41 mm case, chocolate dial,  Jubilee bracelet.  #Rolex #Datejust https://t.co/kQdqLNjlip'",'https://pbs.twimg.com/media/EM9FaRVW4AEJ5CZ.jpg','2019-12-29T12:30:12Z'
'33124780','https://www.twitter.com/ethoswatches/status/1211263145391595524',"'The classic watch of reference. The Rolex Datejust 31 in yellow gold, 31 mm case, olive green set with diamonds dial,  President bracelet.  #Rolex #Datejust https://t.co/SkAoxpu5Hv'",'https://pbs.twimg.com/media/EM9FaR0XsAA63W-.jpg','2019-12-29T12:30:12Z'
'33124774','https://www.twitter.com/RolexStoreEthos/status/1211263145433608192',"'The classic watch of reference. The Rolex Datejust 41 in Oystersteel and Everose gold, 41 mm case, chocolate dial,  Jubilee bracelet.  #Rolex #Datejust https://t.co/kQdqLNjlip'",'https://pbs.twimg.com/media/EM9FaQYWwAEQeWI.jpg','2019-12-29T12:30:12Z'
'33124779','https://www.twitter.com/ethoswatches/status/1211263145391595524',"'The classic watch of reference. The Rolex Datejust 31 in yellow gold, 31 mm case, olive green set with diamonds dial,  President bracelet.  #Rolex #Datejust https://t.co/SkAoxpu5Hv'",'https://pbs.twimg.com/media/EM9FaQcXsAAYB8H.jpg','2019-12-29T12:30:12Z'
'33124781','https://www.twitter.com/WatchProUSA/status/1211260842009755648',"'WatchPro Show Stopper #WatchesoftheYear, Highly Commended: #Rolex Cosmograph #Daytona – 18ct Yellow Gold https://t.co/455hzfC6yv'",'','2019-12-29T12:21:03Z'
'33124782','https://www.twitter.com/CasinoWinnerO/status/1211259250900688896',"'NEW to #casinos is Monopoly Megaways with 117,649 ways to #win. This #slot is the best of #mononoly!  Visit: https://t.co/HVGK3M2ui0  #arsenal #Moyes #dagenshundrings #casino #gratulerer #Chelsea  #rolex https://t.co/k3hPsKlZoF'",'https://pbs.twimg.com/media/EM9B3aKXkAA-Nwk.png','2019-12-29T12:14:44Z'
'33124783','https://www.twitter.com/MallardJeweller/status/1211248060787044352',"'In 2000, Rolex launched the new version of the Daytona containing the new in-house Caliber 4130 movement.  The introduction means that all Rolex brand mechanical watches now have in-house movements. #mallardwatches #mallardjewellers #rolex #daytona #cosmograph #automatic https://t.co/zVLh1j3Jcs'",'https://pbs.twimg.com/media/EM83sOzXkAAwlxI.jpg','2019-12-29T11:30:16Z'
'33124784','https://www.twitter.com/morotomo3/status/1211247756360052737',"'私もデイトナでももんさんの真似をさせて頂きました☺️ #rolex #ロレックス #デイトナ #ペリカン https://t.co/4ld7EWZVxs'",'https://pbs.twimg.com/media/EM83ZoKUUAAHQS3.jpg','2019-12-29T11:29:03Z'
'33124785','https://www.twitter.com/giumarino88/status/1211241282095501317',"'@SpudFNVPN Bello il #rolex #hulk #green 😉 la classe nn si compra 💪🏻'",'','2019-12-29T11:03:20Z'
'33124786','https://www.twitter.com/richard_belgium/status/1211239342569664513',"'Chapter nine part two.  #watch #watches #rolex #rolexwatch #rolexsubmariner #jewel #jewelry #jewelrylovers #starwars #Jedi #jedimaster #jediknight #darthvader #obiwankenobi #lukeskywalker #leia #LeiaOrgana #space #spaceadventure #planet #aliens #alieninvasion #spacebattle https://t.co/Yf65PQJLCz'",'https://pbs.twimg.com/ext_tw_video_thumb/1211237611081207808/pu/img/SthWAyGz035auIL4.jpg','2019-12-29T10:55:37Z'
'33124787','https://www.twitter.com/richard_belgium/status/1211236276462112768',"'In the ninth chapter, we cut between the team on the fated Time Bomb Star and the battle of Jwehhla.  #watch #watches #rolex #rolexwatch #rolexsubmariner #jewel #jewelry #jewelrylovers #starwars #Jedi #darthvader #obiwankenobi #lukeskywalker #leia #space #aliens #spacebattle https://t.co/rz4J84aYiv'",'https://pbs.twimg.com/ext_tw_video_thumb/1211234278908026881/pu/img/K4u2AHEIJ46eyQtI.jpg','2019-12-29T10:43:26Z'
'33124788','https://www.twitter.com/watchteria/status/1211231548625829888',"'#rolex #style Multifunctional Sport Smart Watch https://t.co/8YRNBtY8oA https://t.co/Amj5bapDFm'",'https://pbs.twimg.com/media/EM8orKeWsAEzOz4.jpg','2019-12-29T10:24:39Z'
'33124789','https://www.twitter.com/ryo_6556/status/1211230859862274049',"'同窓会は1979製で！ ドーム風防が美しすw  サブマリーナ Ref.5513   #5513 #1979 #ROLEX #同級生 #同窓会 #ロレックス https://t.co/f7xu3j7LVS'",'https://pbs.twimg.com/media/EM8oCygUEAAIdJ_.jpg','2019-12-29T10:21:55Z'
'33096411','https://www.twitter.com/OfficialWatches/status/1211225528616783873',"'Rolex Sky-Dweller, rose gold with chocolate dial. 🍫😍 #officialwatches #luxurywatches #london #luxurylifestyle #rolex https://t.co/Io5gaH48vS'",'https://pbs.twimg.com/media/EM8jMgNWwAAyaIk.jpg','2019-12-29T10:00:44Z'
'33096412','https://www.twitter.com/TruGwanz/status/1211223491481088000',"'Trap king needs a trap watch. Call that a trap shine. #Rolex Datejust https://t.co/d0jiDoGFyP'",'https://pbs.twimg.com/media/EM8hVgoX0AI8h3C.jpg','2019-12-29T09:52:38Z'
'33096413','https://www.twitter.com/TruGwanz/status/1211223084088385537',"'Make sure they notice and don't go without checking you. #Rolex Daydate https://t.co/YkIhLFzRAm'",'https://pbs.twimg.com/media/EM8g93zWsAUtvu9.jpg','2019-12-29T09:51:01Z'
'33096414','https://www.twitter.com/tauss/status/1211219271898009600',"'@picrinat Ja. Waren wohl total ausverkauft! Muss ich weiter auf dem Handy oder am Kirchturm nach der Zeit gucken. Schlimm! #Mimimi #Rolex #NoRolex https://t.co/5AFj05dqRL'",'https://pbs.twimg.com/media/EM8dgB5W4AASqkX.jpg','2019-12-29T09:35:52Z'
'33096415','https://www.twitter.com/richard_belgium/status/1211218559407460352',"'Chapter eight part three.  #watch #watches #rolex #rolexwatch #rolexsubmariner #diamond #diamonds #starwars ##Jedi #jedimaster #jediknight #darthvader #obiwankenobi #lukeskywalker #leia #LeiaOrgana #space #spaceadventure #planet #planets #aliens #alieninvasion #spacebattle https://t.co/ndayEPz6NN'",'https://pbs.twimg.com/ext_tw_video_thumb/1211216319485489153/pu/img/NPAlgCf_YNqx26b7.jpg','2019-12-29T09:33:02Z'
'33096416','https://www.twitter.com/richard_belgium/status/1211214239228141570',"'Chapter eight part two.  #watch #watches #rolex #rolexwatch #rolexsubmariner #diamond #diamonds #starwars #Jedi #jedimaster #jediknight #darthvader #obiwankenobi #lukeskywalker #leia #LeiaOrgana #space #spaceadventure #planet #planets #aliens #alieninvasion #spacebattle https://t.co/xxFimaO7KH'",'https://pbs.twimg.com/ext_tw_video_thumb/1211212463196254208/pu/img/fQ7_6X6DMWYfoOgv.jpg','2019-12-29T09:15:52Z'
'33096417','https://www.twitter.com/mondanibooks/status/1211210188864315392',"'Rolex Submariner Sea-Dweller DeepSea 2 volumes in a slipcase with exclusive contents, unpublished images, very detailed information and updated prices Cover price euro 620 SPECIAL PRICE EURO 434 #discount #rolex https://t.co/p0HwSHfAy9'",'https://pbs.twimg.com/media/EM8VPSRXYAASr_i.jpg','2019-12-29T08:59:46Z'
'33096418','https://www.twitter.com/richard_belgium/status/1211208652335529989',"'The eighth chapter is one of the really action-packed ones.  Will our wild bunch of heroes stop the devious device that is the Time Bomb Star in time? Pun intended.  #watch #watches #rolex #rolexsubmariner #diamond #starwars #Jedi #darthvader #obiwankenobi #lukeskywalker #leia https://t.co/NaGomfeA8X'",'https://pbs.twimg.com/ext_tw_video_thumb/1211206699249479681/pu/img/zriC6mUH4Sz2dAvp.jpg','2019-12-29T08:53:40Z'
'33096419','https://www.twitter.com/richard_belgium/status/1211203845596033024',"'Chapter seven part two.  #watch #watches #rolex #rolexwatch #rolexsubmariner #diamond #diamonds #starwars #Jedi #jedimaster #jediknight #darthvader #obiwankenobi #lukeskywalker #leia #LeiaOrgana #space #spaceadventure #planet #planets #aliens #alieninvasion #spacebattle https://t.co/04Pm3Gtv2c'",'https://pbs.twimg.com/ext_tw_video_thumb/1211201808267382784/pu/img/Ni6H1US_d3ztW7o3.jpg','2019-12-29T08:34:34Z'
'33096420','https://www.twitter.com/richard_belgium/status/1211200645526642688',"'In the seventh chapter, things probably get even weirder.  Rolex Submariner watch in space? Yeah, its definitely Scuba Diva time.  #watch #watches #rolex #rolexsubmariner #diamond #starwars #Jedi #darthvader #obiwankenobi #lukeskywalker #leia #LeiaOrgana #space https://t.co/Ei8zyh3ArI'",'https://pbs.twimg.com/ext_tw_video_thumb/1211198910221471744/pu/img/Oaui_s5PKY4nQsTy.jpg','2019-12-29T08:21:51Z'
'33096422','https://www.twitter.com/gold__watches/status/1211196956657307653',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Gmt Master II Custom red And Blue Bezel Luxury Wristwatch https://t.co/HpsdPHZHMm #rolex #watches and #jewellery'",'','2019-12-29T08:07:12Z'
'33096421','https://www.twitter.com/gold__watches/status/1211196958263709696',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Submariner 116610 Steel Green Ceramic Watch Box/Papers HULK 116610LV https://t.co/pSh2ItIdDd #rolex #watches and #jewellery'",'','2019-12-29T08:07:12Z'
'33096423','https://www.twitter.com/gold__watches/status/1211196954799157248',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Date 14k Yellow Gold &amp; Steel Champagne Dial Ladies 26mm Watch 6917 Rolex https://t.co/gg4SW5gL1S #rolex #watches and #jewellery'",'','2019-12-29T08:07:11Z'
'33096425','https://www.twitter.com/gold__watches/status/1211196950034472960',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; ||  Rolex Vintage Date Just 1601 White Gold Bezel AUCTION !!! https://t.co/BsSsskz4wj #rolex #watches and #jewellery'",'','2019-12-29T08:07:10Z'
'33096426','https://www.twitter.com/gold__watches/status/1211196948402843651',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Natural Diamond Emerald Rolex Submariner 116610LN 40mm Mens Watch https://t.co/qdz5ZO8wf9 #rolex #watches and #jewellery'",'','2019-12-29T08:07:10Z'
'33096424','https://www.twitter.com/gold__watches/status/1211196952106487808',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || 1966 Rolex GMT-Master 1675 Automatic Watch - No Box or Papers https://t.co/Onw8CdoTUk #rolex #watches and #jewellery'",'','2019-12-29T08:07:10Z'
'33096428','https://www.twitter.com/gold__watches/status/1211196944535740416',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Ladies Rolex Datejust Two Tone Yellow Gold and Stainless Watch.  https://t.co/nMCVnBtpCm #rolex #watches and #jewellery'",'','2019-12-29T08:07:09Z'
'33096427','https://www.twitter.com/gold__watches/status/1211196946322513920',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Datejust 16013  https://t.co/nfCVExV5wW #rolex #watches and #jewellery'",'','2019-12-29T08:07:09Z'
'33096430','https://www.twitter.com/gold__watches/status/1211196941117337600',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || 2002 PAPERS Rolex Sea-Dweller Steel 16600 40mm Date Black Diver Kit Watch Box https://t.co/wDuNgRCV70 #rolex #watches and #jewellery'",'','2019-12-29T08:07:08Z'
'33096429','https://www.twitter.com/gold__watches/status/1211196943264817153',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || ROLEX Men's 18k Gold Day-Date ref.1803 ""President"" c.1969 Swiss Vintage LV895BRN https://t.co/CF00ejv0fh #rolex #watches and #jewellery'",'','2019-12-29T08:07:08Z'
'33096431','https://www.twitter.com/gold__watches/status/1211196939229974529',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || RARE $20,000 18k Rose Gold ROLEX DATEJUST Ladies PRESIDENT Watch WARRANTY https://t.co/b5SDMhIQn3 #rolex #watches and #jewellery'",'','2019-12-29T08:07:07Z'
'33096432','https://www.twitter.com/gold__watches/status/1211196936595881991',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex Watch https://t.co/hbCSH7HzS4 #rolex #watches and #jewellery'",'','2019-12-29T08:07:07Z'
'33096433','https://www.twitter.com/gold__watches/status/1211196933022371841',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || Rolex oyster perpetual Date steel auto 34mm oyster Bracelet 15210 complete set  https://t.co/VQFKx7lSm3 #rolex #watches and #jewellery'",'','2019-12-29T08:07:06Z'
'33096434','https://www.twitter.com/gold__watches/status/1211196930426056704',"'Or checkout brand new &gt;&gt; https://t.co/9TMqTQV0x1 &lt;&lt; || 2002 Rolex GMT-Master II 16713 Two-Tone Gold Steel Date Black SEL 40mm Watch Box https://t.co/X4fd4OLwVe #rolex #watches and #jewellery'",'','2019-12-29T08:07:05Z'
'33096435','https://www.twitter.com/grare_nagoyaosu/status/1211196207869022209',"'#ロレックス サブマリーナ116610lvをとても綺麗な状態でお買取させて頂きました😆💕 現行モデルですが、人気の高さからなかなかお目にかかることができない時計です🥺✨ 当店としてもぜひともお買取させて頂きたいお品物でしたので査定額頑張らせて頂きました💪 #ROLEX #名古屋 #時計買取 #高価買取 https://t.co/zAZYPU88HF'",'https://pbs.twimg.com/media/EM8Ih4yUYAEZQ-t.jpg','2019-12-29T08:04:13Z'
'33096436','https://www.twitter.com/LDN2HK/status/1211190320181993472',"'Straight outta the Tokyo Underground.  📸 by @tvtuyvaaaaaaa.  Cap: #fragmentdesign #theconveni // Jacket: #alexanderwang #tbyalexanderwang // Hoodie: #facetasm x #fragment #hiroshifujiwara // Accessories: #rolex… https://t.co/SMq1CP1s7U'",'','2019-12-29T07:40:49Z'
'33096437','https://www.twitter.com/LeonardLoweE/status/1211188356673146880',"'#Panerai #PaneraiHeritage #Rolex : Are Old Panerai made by Rolex? S… https://t.co/h3neTLK7ao'",'','2019-12-29T07:33:01Z'
'33096438','https://www.twitter.com/ManageOurTime/status/1211175623315599360',"'#rolex #style Men&amp;Women Sports Watch Casual Fashion Nylon Dress https://t.co/vGocqAfsbe https://t.co/dKshZG9HV8'",'https://pbs.twimg.com/media/EM71z25X0AADcBx.jpg','2019-12-29T06:42:25Z'
'33096439','https://www.twitter.com/hitocks/status/1211173019500105728',"'昭和５０年/１９７５年生まれの自分としては買わないという義務感みたいな（笑）内容懐かしいすぎのピンポイント。年末に読むには最高の１冊かな（笑） そしてエクワン #昭和５０年 #１９４５年 #エクスプローラー1  #rolex  #エクワン #エクワン向上委員会  #explore https://t.co/CIL3dopz6T'",'','2019-12-29T06:32:05Z'
'33096440','https://www.twitter.com/0MwNk8iks6iJ9XL/status/1211167827509432320',"'大阪全店舗玉砕 歳末の奇跡ならずでした。  #ROLEX  #DAYTONA  #GMT  #デイトナ  #デイトナマラソン'",'','2019-12-29T06:11:27Z'
'33096441','https://www.twitter.com/VTHa3g5zfqtIBg6/status/1211161604319936513',"'年末の挨拶だけして帰ろうと思ったらやられてしまいました^^; #ロレックス #Rolex https://t.co/D3q8OGwFTV'",'https://pbs.twimg.com/media/EM7pDmJVUAAnYoN.jpg','2019-12-29T05:46:43Z'
'33096442','https://www.twitter.com/yurenatee/status/1211158181478404096',"'ロレックス【楽天市場】  https://t.co/hbSNl2XBb4  #ロレックス #ROLEX #時計 #メンズ'",'','2019-12-29T05:33:07Z'
'33096443','https://www.twitter.com/reds2love/status/1211153090075713536',"'ばったもん？ ＃Rolex ＃ロレックス　 ＃腕時計 https://t.co/dgW0nsnDsx'",'https://pbs.twimg.com/media/EM7hUDSU4AIlXB0.jpg','2019-12-29T05:12:53Z'
'33096444','https://www.twitter.com/BuyingOnTime/status/1211148197730693120',"'🍛🍜🍝 A few beauties meet again at a family dinner. . . . . . #Longines #Rolex #Bulova #BulovaAccutron #Accutron #BuyingOnTime #vintagewatch #vintagewatches #watchfam #watchcommunity #wis #watchcollector #wristwatch… https://t.co/oB1ZOQ3d4M'",'','2019-12-29T04:53:27Z'
'33096447','https://www.twitter.com/LousinhoC/status/1211147711782752256',"'📅⌚🎄🎅🎆🎈🎉🎁🌠sábado 28 de diciembre de 2019.. #calendario #almanaque #RenuncieDuque #FalsosPositivos #viernes #findesemana #relojes #watchtime #watch #siemprealahora #watches #diciembre #relojes #rolexwatch #rolex #watches #Watchmen #watch #calendar #Diciembre28 https://t.co/S3PM4qccLo'",'https://pbs.twimg.com/media/EM7cZ6rX0AACeeY.jpg','2019-12-29T04:51:31Z'
'33096446','https://www.twitter.com/LousinhoC/status/1211147711782752256',"'📅⌚🎄🎅🎆🎈🎉🎁🌠sábado 28 de diciembre de 2019.. #calendario #almanaque #RenuncieDuque #FalsosPositivos #viernes #findesemana #relojes #watchtime #watch #siemprealahora #watches #diciembre #relojes #rolexwatch #rolex #watches #Watchmen #watch #calendar #Diciembre28 https://t.co/S3PM4qccLo'",'https://pbs.twimg.com/media/EM7cZjsX0AAo01M.jpg','2019-12-29T04:51:31Z'
'33096448','https://www.twitter.com/LousinhoC/status/1211147711782752256',"'📅⌚🎄🎅🎆🎈🎉🎁🌠sábado 28 de diciembre de 2019.. #calendario #almanaque #RenuncieDuque #FalsosPositivos #viernes #findesemana #relojes #watchtime #watch #siemprealahora #watches #diciembre #relojes #rolexwatch #rolex #watches #Watchmen #watch #calendar #Diciembre28 https://t.co/S3PM4qccLo'",'https://pbs.twimg.com/media/EM7cbFHW4AYmzcG.jpg','2019-12-29T04:51:31Z'
'33096445','https://www.twitter.com/LousinhoC/status/1211147711782752256',"'📅⌚🎄🎅🎆🎈🎉🎁🌠sábado 28 de diciembre de 2019.. #calendario #almanaque #RenuncieDuque #FalsosPositivos #viernes #findesemana #relojes #watchtime #watch #siemprealahora #watches #diciembre #relojes #rolexwatch #rolex #watches #Watchmen #watch #calendar #Diciembre28 https://t.co/S3PM4qccLo'",'https://pbs.twimg.com/media/EM7cZOOWoAAKHYm.jpg','2019-12-29T04:51:31Z'
'33096449','https://www.twitter.com/nbtimes1/status/1211146092370432001',"'PEPSI  GMT🎒🔵 ROLEX ® NICE PATINA 😍😍🔥🔥 1675 GMT MASTER 🛩🛩🛩🛩🛩🛩🛩🛩🛩 🛩🛩🛩🛩🛩🛩🛩🛩🛩 ✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️ #rare #rarerolex #Rolex #rolexpassion #nbtimes #rolexgmtmaster #rolexgmt #paulnewman #1675 #rolex1675… https://t.co/RdIbE8ny0J'",'','2019-12-29T04:45:05Z'
'33096450','https://www.twitter.com/LousinhoC/status/1211144969110663169',"'📅⌚🎄🌙🎁🎅🕯💡🎆sábado 28 de diciembre de 2019.. #calendario #almanaque #fecha #watchtime #DiaDeLosInocentes #28Diciembre #watchtime #rolex #rolexwatch #relojes #watches #Watchmen #watch #calendar #RenuncieDuque #FalsosPositivos #BuenasNoches #Navidad #Christmas #FelizNavidad https://t.co/DlYJrrq1kr'",'https://pbs.twimg.com/media/EM7Z58KXYAIPFbD.jpg','2019-12-29T04:40:37Z'
'33096452','https://www.twitter.com/LousinhoC/status/1211144969110663169',"'📅⌚🎄🌙🎁🎅🕯💡🎆sábado 28 de diciembre de 2019.. #calendario #almanaque #fecha #watchtime #DiaDeLosInocentes #28Diciembre #watchtime #rolex #rolexwatch #relojes #watches #Watchmen #watch #calendar #RenuncieDuque #FalsosPositivos #BuenasNoches #Navidad #Christmas #FelizNavidad https://t.co/DlYJrrq1kr'",'https://pbs.twimg.com/media/EM7Z60bX0AEcnlY.jpg','2019-12-29T04:40:37Z'
'33096453','https://www.twitter.com/LousinhoC/status/1211144969110663169',"'📅⌚🎄🌙🎁🎅🕯💡🎆sábado 28 de diciembre de 2019.. #calendario #almanaque #fecha #watchtime #DiaDeLosInocentes #28Diciembre #watchtime #rolex #rolexwatch #relojes #watches #Watchmen #watch #calendar #RenuncieDuque #FalsosPositivos #BuenasNoches #Navidad #Christmas #FelizNavidad https://t.co/DlYJrrq1kr'",'https://pbs.twimg.com/media/EM7Z7YwWwAAKc-O.jpg','2019-12-29T04:40:37Z'
'33096451','https://www.twitter.com/LousinhoC/status/1211144969110663169',"'📅⌚🎄🌙🎁🎅🕯💡🎆sábado 28 de diciembre de 2019.. #calendario #almanaque #fecha #watchtime #DiaDeLosInocentes #28Diciembre #watchtime #rolex #rolexwatch #relojes #watches #Watchmen #watch #calendar #RenuncieDuque #FalsosPositivos #BuenasNoches #Navidad #Christmas #FelizNavidad https://t.co/DlYJrrq1kr'",'https://pbs.twimg.com/media/EM7Z6YrWkAAPRdx.jpg','2019-12-29T04:40:37Z'
'33096454','https://www.twitter.com/LegendaryBirgin/status/1211144642600718338',"'今日の腕時計です。🥰🥰  今夜またオヤジ会がある。🍻🍻  頑張ります！💪💪💪  #ロレックス #Rolex https://t.co/9u2jrPpFXH'",'https://pbs.twimg.com/media/EM7ZoRgU4AUbI5r.jpg','2019-12-29T04:39:19Z'
'33096456','https://www.twitter.com/zettonkingsroad/status/1211144331496587266',"'【新入荷】 #ロレックス　#ROLEX　ヨットマスター40　Ref.116655　エバーローズゴールド　ブラック　ラバー　USED ボックス付きの美品です！ 詳細はHPにて！↓ https://t.co/A3Ei85slwq #名古屋 #大須 #高級時計 ＃ブランド ＃腕時計 https://t.co/mLcIUIfp1z'",'https://pbs.twimg.com/media/EM7ZWT9UYAYK9nU.jpg','2019-12-29T04:38:05Z'
'33096455','https://www.twitter.com/zettonkingsroad/status/1211144331496587266',"'【新入荷】 #ロレックス　#ROLEX　ヨットマスター40　Ref.116655　エバーローズゴールド　ブラック　ラバー　USED ボックス付きの美品です！ 詳細はHPにて！↓ https://t.co/A3Ei85slwq #名古屋 #大須 #高級時計 ＃ブランド ＃腕時計 https://t.co/mLcIUIfp1z'",'https://pbs.twimg.com/media/EM7ZWT_U8AAGoDQ.jpg','2019-12-29T04:38:05Z'
'33096457','https://www.twitter.com/zettonkingsroad/status/1211143939241037825',"'【新入荷】 #ロレックス　#ROLEX　シードゥエラー4000　116600　SS　ブラック　生産終了　未使用品 ボックス、国際保証書付きの新品同様品です！ 詳細はHPにて！↓ https://t.co/CSU89Dk1ze #名古屋 #大須 #高級時計 ＃ブランド ＃腕時計 https://t.co/JbKJriyEep'",'https://pbs.twimg.com/media/EM7Y_XGUwAEKixH.jpg','2019-12-29T04:36:31Z'
'33096458','https://www.twitter.com/zettonkingsroad/status/1211143939241037825',"'【新入荷】 #ロレックス　#ROLEX　シードゥエラー4000　116600　SS　ブラック　生産終了　未使用品 ボックス、国際保証書付きの新品同様品です！ 詳細はHPにて！↓ https://t.co/CSU89Dk1ze #名古屋 #大須 #高級時計 ＃ブランド ＃腕時計 https://t.co/JbKJriyEep'",'https://pbs.twimg.com/media/EM7Y_Y_U4AIkHKS.jpg','2019-12-29T04:36:31Z'
'33096459','https://www.twitter.com/tokizo_watch/status/1211142315634331648',"'ロレックス ヨットマスター Ref.116622 ランダム番が入荷致しました😊付属品完備です‼️¥1,250,000円(税抜) #rolex #ロレックス #daytona #デイトナ #gmt #explorer #yachtmaster #高価買取 #高級時計 #買取強化 #金沢 #竪町 #片町 #中古 #used #時計 #セレブール #japan #fashion https://t.co/of1LBitcMN'",'https://pbs.twimg.com/media/EM7XgyZU0AA_FPY.jpg','2019-12-29T04:30:04Z'
'33096460','https://www.twitter.com/tokizo_watch/status/1211142315634331648',"'ロレックス ヨットマスター Ref.116622 ランダム番が入荷致しました😊付属品完備です‼️¥1,250,000円(税抜) #rolex #ロレックス #daytona #デイトナ #gmt #explorer #yachtmaster #高価買取 #高級時計 #買取強化 #金沢 #竪町 #片町 #中古 #used #時計 #セレブール #japan #fashion https://t.co/of1LBitcMN'",'https://pbs.twimg.com/media/EM7XgyaUUAExQr1.jpg','2019-12-29T04:30:04Z'
'33096462','https://www.twitter.com/tokizo_watch/status/1211142315634331648',"'ロレックス ヨットマスター Ref.116622 ランダム番が入荷致しました😊付属品完備です‼️¥1,250,000円(税抜) #rolex #ロレックス #daytona #デイトナ #gmt #explorer #yachtmaster #高価買取 #高級時計 #買取強化 #金沢 #竪町 #片町 #中古 #used #時計 #セレブール #japan #fashion https://t.co/of1LBitcMN'",'https://pbs.twimg.com/media/EM7XgybU8AARAo2.jpg','2019-12-29T04:30:04Z'
'33096461','https://www.twitter.com/tokizo_watch/status/1211142315634331648',"'ロレックス ヨットマスター Ref.116622 ランダム番が入荷致しました😊付属品完備です‼️¥1,250,000円(税抜) #rolex #ロレックス #daytona #デイトナ #gmt #explorer #yachtmaster #高価買取 #高級時計 #買取強化 #金沢 #竪町 #片町 #中古 #used #時計 #セレブール #japan #fashion https://t.co/of1LBitcMN'",'https://pbs.twimg.com/media/EM7XgyZVAAMpdgU.jpg','2019-12-29T04:30:04Z'
'33096463','https://www.twitter.com/kapoorwatch/status/1211142297544343552',"'Inspiration for the season. The @Rolex Sea-Dweller in Oystersteel and yellow gold, 43 mm case, Black dial, Oyster bracelet. #Festive #Rolex #KapoorWatch #KapoorWatchCompany https://t.co/84J24w6H52'",'https://pbs.twimg.com/media/EM3fo_jUwAAAkV1.jpg','2019-12-29T04:30:00Z'
'33096464','https://www.twitter.com/UdedokeiCom/status/1211142031436734465',"'【ロレックス  チェリーニ タイム Ref.50509】の価格・スペックをチェック！https://t.co/xJqqaPSeti #ROLEX　#ロレックス #チェリーニタイム #Ref50509'",'','2019-12-29T04:28:56Z'
'33096465','https://www.twitter.com/watchlover1028/status/1211140808595914752',"'今年最後の美容室へ💇🏻‍♂️ お供はエクワン⌚  #rolex #explorer #explorer1 #ロレックス #エクスプローラー #エクスプローラー1 #エクワン #エクワン向上委員会 #エクワンマニア  #今日の時計 #腕時計 #watch #watches #時計好きな人と繋がりたい #時計好きと繋がりたい https://t.co/IApyvRrpiQ https://t.co/VladDdnrdi'",'https://pbs.twimg.com/media/EM7WJcjX0AAMekg.jpg','2019-12-29T04:24:05Z'
'33096466','https://www.twitter.com/ABetterWrist/status/1211138270605660161',"'Take a peek inside the Winding Lounge, the most exclusive club for watch collectors on Earth. It's out there, it's real, and if you're lucky, you might know someone who knows someone who can get you in.   #grandseiko #rolex #omega #shortstory  https://t.co/LYKlwNCYxO'",'','2019-12-29T04:14:00Z'
'33096467','https://www.twitter.com/timedealer/status/1211132004902854656',"'Cao Lau at Bánh Mi Phúóng. Rolex Daytona 16520 P-series in Hoi An, Vietnam. #rolex #banhmi #last16520 #banhmiphuong #submariner #daytonawhite #daytona #gmtmaster #hoian #bread #collectingwatches #gourmettraveller… https://t.co/IHnZnygAph'",'','2019-12-29T03:49:06Z'
'33096468','https://www.twitter.com/_JA21/status/1211124987727249409',"'The Karen Price saga is the whole reason I love and hate twitter rolled into one trending situation. People are so dumb sometimes. #LamarJackson #WrongKaren #rolex'",'','2019-12-29T03:21:13Z'
'33096469','https://www.twitter.com/nbtimes1/status/1211124449031983104',"'ORANGE SUNDAY 🍊 RARE MK1 EXPLORER II ⛏ ROLEX®️ MK1 ORANGE HAND DIAL🍊 MK1 BEZEL NICE 💛 PATINA ⚡️ 2.9MILLION SERIAL FROM YEAR 1971 EXPLORER ♊️ ORANGE HAND 🍊🍊 1️⃣6️⃣5️⃣5️⃣ 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀 #rare #rarerolex #Rolex… https://t.co/Hz9WrYuxKD'",'','2019-12-29T03:19:04Z'
